city,city_ascii,country,latitude,longitude,population
Agdam,Agdam,Azerbaijan,40.9053,45.5564,0
Ennadai,Ennadai,Canada,61.1333,-100.8833,0
Nordvik,Nordvik,Russia,74.0165,111.51,0
Ambarchik,Ambarchik,Russia,69.651,162.3336,0
Logashkino,Logashkino,Russia,70.8504,153.9,0
Chernobyl,Chernobyl,Ukraine,51.3894,30.0989,0
Puerto Heath,Puerto Heath,Bolivia,-12.4996,-68.6666,10
Villa Martin,Villa Martin,Bolivia,-20.7666,-67.7833,10
Island Lake,Island Lake,Canada,53.9666,-94.7666,10
Big Beaver House,Big Beaver House,Canada,52.95,-89.8833,10
Lagunas,Lagunas,Chile,-20.9829,-69.6833,10
Berenice,Berenice,Egypt,23.946,35.4842,10
Nord,Nord,Greenland,81.7166,-17.8,10
Timmiarmiut,Timmiarmiut,Greenland,62.5333,-42.2167,10
Qeqertasuaq,Qeqertasuaq,Greenland,69.2442,-53.5652,10
Zillah,Zillah,Libya,28.5504,17.5834,10
Chegga,Chegga,Mauritania,25.3804,-5.78,10
Bir Mogrein,Bir Mogrein,Mauritania,25.2333,-11.5833,10
Hodrogo,Hodrogo,Mongolia,48.9664,96.7833,10
Djado,Djado,Niger,21.015,12.3075,10
El Porvenir,El Porvenir,Panama,9.5417,-78.972,10
Gueppi,Gueppi,Peru,-0.1166,-75.23,10
Andoas,Andoas,Peru,-2.9021,-76.4025,10
Soldado Bartra,Soldado Bartra,Peru,-2.5161,-75.7666,10
Puca Urco,Puca Urco,Peru,-2.3328,-71.9167,10
Numto,Numto,Russia,63.6667,71.3333,10
Khorgo,Khorgo,Russia,73.4833,113.63,10
Olenek,Olenek,Russia,68.525,112.45,10
Peregrebnoye,Peregrebnoye,Russia,62.967,65.0859,10
Matochkin Shar,Matochkin Shar,Russia,73.27,56.4497,10
Laryak,Laryak,Russia,61.1012,80.2514,10
Varnek,Varnek,Russia,69.7301,60.0636,10
Indiga,Indiga,Russia,67.6898,49.0166,10
Zvezdnyy,Zvezdnyy,Russia,70.9566,-179.59,10
Agapa,Agapa,Russia,71.4504,89.25,10
Yessey,Yessey,Russia,68.4837,102.1666,10
Podkamennaya,Podkamennaya,Russia,61.5995,90.1236,10
Komsa,Komsa,Russia,61.868,89.2577,10
Starorybnoye,Starorybnoye,Russia,72.7666,104.8,10
Omchak,Omchak,Russia,61.6333,147.9167,10
Trofimovsk,Trofimovsk,Russia,72.5997,127.0337,10
Gyda,Gyda,Russia,70.8814,78.4661,10
Sagastyr,Sagastyr,Russia,73.3779,126.5924,10
Manily,Manily,Russia,62.55,165.3,10
Bol'sheretsk,Bol'sheretsk,Russia,52.439,156.3594,10
Utkholok,Utkholok,Russia,57.5504,157.2333,10
Karamken,Karamken,Russia,60.2004,151.1666,10
Siglan,Siglan,Russia,59.0337,152.4166,10
Pakhachi,Pakhachi,Russia,60.5816,169.05,10
Menkere,Menkere,Russia,67.9886,123.3505,10
Strelka,Strelka,Russia,61.867,152.2502,10
Tunguskhaya,Tunguskhaya,Russia,64.9004,125.25,10
Terbyas,Terbyas,Russia,64.3761,120.5469,10
Ulkan,Ulkan,Russia,55.9004,107.7833,10
Zhilinda,Zhilinda,Russia,70.1337,114,10
Ust Olensk,Ust Olensk,Russia,72.9978,119.7729,10
Chagda,Chagda,Russia,60.1,133.9,10
Tukchi,Tukchi,Russia,57.367,139.5,10
Nyukzha,Nyukzha,Russia,56.5312,121.6131,10
Khakhar,Khakhar,Russia,57.6666,135.43,10
Il'pyrskiy,Il'pyrskiy,Russia,59.9674,164.172,10
Zemlya Bunge,Zemlya Bunge,Russia,74.8983,142.105,10
Shalaurova,Shalaurova,Russia,73.2204,143.1833,10
Cuya,Cuya,Chile,-19.1167,-70.1333,20
Kovda,Kovda,Russia,66.6903,32.8702,20
Grise Fiord,Grise Fiord,Canada,76.4417,-82.95,23
Nuevo Rocafuerte,Nuevo Rocafuerte,Peru,-0.9329,-75.4,40
Kingoonya,Kingoonya,Australia,-30.8996,135.3,50
As Sidr,As Sidr,Libya,30.6704,18.2666,50
Savissivik,Savissivik,Greenland,76.0195,-65.1125,66
Piso Firme,Piso Firme,Bolivia,-13.683,-61.8666,72
Burwash Landing,Burwash Landing,Canada,61.3504,-139,73
Uranium City,Uranium City,Canada,59.5666,-108.6166,89
Grytviken,Grytviken,South Georgia And South Sandwich Islands,-54.2806,-36.508,99
Mucusso,Mucusso,Angola,-18.0195,21.43,100
Nyingchi,Nyingchi,China,29.5333,94.4167,100
Ituni,Ituni,Guyana,5.43,-58.25,100
Burylbaytal,Burylbaytal,Kazakhstan,44.9387,74.0303,100
El Agheila,El Agheila,Libya,30.257,19.2,100
Vorontsovo,Vorontsovo,Russia,71.6983,83.5642,100
Mukhomornoye,Mukhomornoye,Russia,66.4171,173.3333,100
Lutselke,Lutselke,Canada,62.4001,-110.7333,102
Salluit,Salluit,Canada,62.1826,-75.6595,106
Sharbaqty,Sharbaqty,Kazakhstan,52.4999,78.1499,107
Lansdowne House,Lansdowne House,Canada,52.2166,-87.8833,120
Rigolet,Rigolet,Canada,54.1766,-58.4473,124
Alert,Alert,Canada,82.4833,-62.25,125
Fort Severn,Fort Severn,Canada,55.9833,-87.65,125
Bifoum,Bifoum,Gabon,-0.3329,10.3832,134
Telukbutun,Telukbutun,Indonesia,4.217,108.2,140
Bedourie,Bedourie,Australia,-24.3496,139.4666,142
Narsarsuaq,Narsarsuaq,Greenland,61.1666,-45.4166,145
Progress,Progress,Russia,49.7504,129.6167,146
Cuito Caunavale,Cuito Caunavale,Angola,-15.1596,19.17,149
Bafwasende,Bafwasende,Congo (Kinshasa),1.0838,27.2666,149
Luiana,Luiana,Angola,-17.3695,23,150
La Esmeralda,La Esmeralda,Venezuela,3.1738,-65.5466,150
Stony Rapids,Stony Rapids,Canada,59.2666,-105.8333,152
Ivugivik,Ivugivik,Canada,62.4166,-77.9,156
Al Qunfudhah,Al Qunfudhah,Saudi Arabia,19.1264,41.0789,157
Windorah,Windorah,Australia,-25.4332,142.6502,158
Vikhorevka,Vikhorevka,Russia,56.0931,101.2427,166
Karumba,Karumba,Australia,-17.4833,140.8334,173
Androka,Androka,Madagascar,-25.0219,44.0749,174
Tsiigehtchic,Tsiigehtchic,Canada,67.4333,-133.75,175
Hurdiyo,Hurdiyo,Somalia,10.582,51.1233,176
Bicheno,Bicheno,Australia,-41.8784,148.2886,177
Lusanga,Lusanga,Congo (Kinshasa),-5.5829,16.5167,177
Vilanculos,Vilanculos,Mozambique,-21.9995,35.3166,177
Oxford House,Oxford House,Canada,54.9504,-95.2666,184
Quipungo,Quipungo,Angola,-14.8295,14.55,186
Southern Cross,Southern Cross,Australia,-31.2161,119.3167,187
Camooweal,Camooweal,Australia,-19.9167,138.1167,187
Sayhut,Sayhut,Yemen,15.2105,51.2454,189
Three Springs,Three Springs,Australia,-29.5333,115.75,190
Kalima,Kalima,Congo (Kinshasa),-2.5096,26.43,194
Charaña,Charana,Bolivia,-17.5996,-69.4666,197
Port Hope Simpson,Port Hope Simpson,Canada,52.5333,-56.3,197
Burketown,Burketown,Australia,-17.7161,139.5666,200
Meander River,Meander River,Canada,59.0333,-117.683,200
Kangersuatsiaq,Kangersuatsiaq,Greenland,72.3796,-55.5491,200
Mapai,Mapai,Mozambique,-22.8427,31.9631,201
Thargomindah,Thargomindah,Australia,-28,143.8167,203
Zouar,Zouar,Chad,20.4587,16.5278,204
Nuussuaq,Nuussuaq,Greenland,74.121,-57.0674,204
Kingston South East,Kingston South East,Australia,-36.8328,139.8501,206
I-n-Amenas,I-n-Amenas,Algeria,28.0503,9.55,216
Gingoog,Gingoog,Philippines,8.8304,125.13,218
St. Anthony,St. Anthony,Canada,51.3837,-55.6,224
Leonara,Leonara,Australia,-28.8815,121.328,227
Abau,Abau,Papua New Guinea,-10.0426,148.565,230
Kanyato,Kanyato,Tanzania,-4.4565,30.2614,232
Adelaide River,Adelaide River,Australia,-13.2495,131.1,237
Kenge,Kenge,Congo (Kinshasa),-4.8296,16.8999,241
Nimule,Nimule,South Sudan,3.6,32.05,242
Timbedra,Timbedra,Mauritania,16.2504,-8.1666,245
Theodore,Theodore,Australia,-24.9495,150.0833,246
Resolute,Resolute,Canada,74.6833,-94.9,250
Villa O'Higgins,Villa O'Higgins,Chile,-48.4679,-72.56,250
Tasiusaq,Tasiusaq,Greenland,73.369,-56.0598,250
Morawa,Morawa,Australia,-29.2163,116,259
Port-Menier,Port-Menier,Canada,49.8226,-64.348,263
Ivanhoe,Ivanhoe,Australia,-32.8996,144.3,265
Radisson,Radisson,Canada,53.7836,-77.6166,270
Gubkin,Gubkin,Russia,51.2743,37.3843,272
Cat Lake,Cat Lake,Canada,51.717,-91.8,277
Brochet,Brochet,Canada,57.8832,-101.6666,278
Amderma,Amderma,Russia,69.763,61.6677,282
Birdsville,Birdsville,Australia,-25.8996,139.3666,283
Fort Simpson,Fort Simpson,Canada,61.85,-121.3333,283
Kulusuk,Kulusuk,Greenland,65.5666,-37.1833,286
Ikela,Ikela,Congo (Kinshasa),-1.1829,23.2666,291
Yaupi,Yaupi,Ecuador,-2.8543,-77.9363,293
Paulatuk,Paulatuk,Canada,69.3833,-123.9833,294
Richmond,Richmond,Australia,-20.7163,143.1333,296
Enurmino,Enurmino,Russia,66.95,-171.8166,297
Cazombo,Cazombo,Angola,-11.8896,22.9,298
Put Lenina,Put Lenina,Russia,68.5166,107.8,298
Umm al Abid,Umm al Abid,Libya,27.517,15.0333,300
Waitangi,Waitangi,New Zealand,-44.0263,-176.3696,300
Bugrino,Bugrino,Russia,68.8079,49.3042,300
Shoyna,Shoyna,Russia,67.8666,44.1334,300
Dease Lake,Dease Lake,Canada,58.4503,-130.0333,303
Basse-terre,Basse-terre,Guadeloupe,16.2304,-61.44,307
Oban,Oban,New Zealand,-46.8876,168.1666,310
Manyoni,Manyoni,Tanzania,-5.7796,34.9,310
Laverton,Laverton,Australia,-28.627,122.404,316
Eastmain,Eastmain,Canada,52.2333,-78.5167,335
Lethem,Lethem,Guyana,3.39,-59.8,352
Río Verde,Rio Verde,Chile,-52.65,-71.4666,358
Akjoujt,Akjoujt,Mauritania,19.747,-14.391,370
Moroto,Moroto,Uganda,2.5403,34.64,371
Chesterfield Inlet,Chesterfield Inlet,Canada,63.3383,-90.7001,374
Toconao,Toconao,Chile,-23.1829,-68.0166,378
Chonchi,Chonchi,Chile,-42.61,-73.8099,381
Kimmirut,Kimmirut,Canada,62.85,-69.8833,385
Espungabera,Espungabera,Mozambique,-20.4501,32.77,393
Trepassey,Trepassey,Canada,46.737,-53.3633,398
Nizhneyansk,Nizhneyansk,Russia,71.4333,136.0666,400
Korf,Korf,Russia,60.3321,165.8183,400
Comondante Luis Piedrabuena,Comondante Luis Piedrabuena,Argentina,-49.9745,-68.9035,410
Sherlovaya Gora,Sherlovaya Gora,Russia,50.5306,116.3006,411
Tsavo,Tsavo,Kenya,-2.9828,38.4666,414
Hughenden,Hughenden,Australia,-20.85,144.2,421
Mount Magnet,Mount Magnet,Australia,-28.0662,117.8167,424
Pukatawagan,Pukatawagan,Canada,55.7333,-101.3166,431
Wilcannia,Wilcannia,Australia,-31.5662,143.3833,442
Hopedale,Hopedale,Canada,55.45,-60.2167,442
Xangongo,Xangongo,Angola,-16.74,14.97,447
Dhuusa Mareeb,Dhuusa Mareeb,Somalia,5.742,46.508,447
Fort Resolution,Fort Resolution,Canada,61.1666,-113.683,448
Forteau,Forteau,Canada,51.4504,-56.95,448
Fada,Fada,Chad,17.1847,21.5902,448
Woomera,Woomera,Australia,-31.1496,136.8,450
Kullorsuaq,Kullorsuaq,Greenland,74.5781,-57.225,450
Trout River,Trout River,Canada,49.4837,-58.1166,452
Eidsvold,Eidsvold,Australia,-25.3662,151.1333,459
Sélibaby,Selibaby,Mauritania,15.167,-12.1833,460
Ittoqqortoormiit,Ittoqqortoormiit,Greenland,70.4834,-21.9667,469
Schefferville,Schefferville,Canada,54.8,-66.8167,471
Lynn Lake,Lynn Lake,Canada,56.85,-101.05,482
Chitado,Chitado,Angola,-17.3196,13.92,500
Telsen,Telsen,Argentina,-42.3996,-66.95,500
Holman,Holman,Canada,70.7334,-117.75,500
Yakossi,Yakossi,Central African Republic,5.617,23.3167,500
Tmassah,Tmassah,Libya,26.3666,15.8,500
Puerto Pinasco,Puerto Pinasco,Paraguay,-22.64,-57.79,500
Cartwright,Cartwright,Canada,53.7014,-57.0121,505
Tournavista,Tournavista,Peru,-8.9322,-74.7052,511
Caluula,Caluula,Somalia,11.967,50.75,513
Fort Smith,Fort Smith,Canada,60,-111.8833,518
Doline,Doline,Canada,65.1833,-123.4167,525
Punta Prieta,Punta Prieta,Mexico,28.9337,-114.1666,527
Andamooka,Andamooka,Australia,-30.431,137.1656,528
Calucinga,Calucinga,Angola,-11.3196,16.2,531
Cowell,Cowell,Australia,-33.6829,136.9166,537
Sandspit,Sandspit,Canada,53.2404,-131.8333,538
Mereeg,Mereeg,Somalia,3.7666,47.3,548
Kangirsuk,Kangirsuk,Canada,60.0248,-69.9991,549
Llica,Llica,Bolivia,-19.8496,-68.25,553
Lata,Lata,Solomon Islands,-10.738,165.8567,553
Chiramba,Chiramba,Mozambique,-16.8921,34.6559,556
Gastre,Gastre,Argentina,-42.283,-69.2333,557
Quilpie,Quilpie,Australia,-26.6166,144.25,560
Ubomba,Ubomba,South Africa,-27.5661,32.0833,564
Mikhalkino,Mikhalkino,Russia,69.4244,161.4811,570
Onslow,Onslow,Australia,-21.6576,115.0963,573
Sabaya,Sabaya,Bolivia,-19.0163,-68.3833,573
Tinogasta,Tinogasta,Argentina,-28.0666,-67.5666,587
Mingan,Mingan,Canada,50.3018,-64.0173,588
Fort Good Hope,Fort Good Hope,Canada,66.2666,-128.6333,597
Boulia,Boulia,Australia,-22.8996,139.9,600
Ype Jhu,Ype Jhu,Paraguay,-23.91,-55.46,600
Tunduru,Tunduru,Tanzania,-11.0896,37.37,600
Panda,Panda,Mozambique,-24.0629,34.7303,602
Dibaya,Dibaya,Congo (Kinshasa),-6.5095,22.87,603
Arctic Bay,Arctic Bay,Canada,73.0333,-85.1666,604
Qaanaaq,Qaanaaq,Greenland,77.4835,-69.3322,616
Calatrava,Calatrava,Equatorial Guinea,1.1164,9.4186,628
Kimba,Kimba,Australia,-33.1496,136.4334,636
Massangena,Massangena,Mozambique,-21.5373,32.9564,650
Meekatharra,Meekatharra,Australia,-26.6,118.4833,654
Hall Beach,Hall Beach,Canada,68.7675,-81.2361,654
Pine Creek,Pine Creek,Australia,-13.8162,131.8167,665
Djanet,Djanet,Algeria,24.5529,9.4823,666
Linxi,Linxi,China,43.5171,118.0333,679
Buchans,Buchans,Canada,48.817,-56.8666,685
Pannawonica,Pannawonica,Australia,-21.6366,116.325,686
Zhaltyr,Zhaltyr,Kazakhstan,51.6324,69.8328,694
Rodeo,Rodeo,Argentina,-30.2156,-69.14,701
Serebryansk,Serebryansk,Kazakhstan,49.6999,83.4249,701
Satadougou,Satadougou,Mali,12.617,-11.4066,706
Natashquan,Natashquan,Canada,50.1913,-61.8107,722
Comallo,Comallo,Argentina,-41.0333,-70.2666,741
Yerema,Yerema,Russia,60.3808,107.7794,745
Mohembo,Mohembo,Botswana,-18.2996,21.8,757
Taloyoak,Taloyoak,Canada,69.5333,-93.5333,774
Uelen,Uelen,Russia,66.1541,-169.8106,776
Calulo,Calulo,Angola,-9.9996,14.9,795
Bávaro,Bavaro,Dominican Republic,18.717,-68.45,795
Wyndham,Wyndham,Australia,-15.374,128.3601,800
Watson Lake,Watson Lake,Canada,60.1166,-128.8,802
La Scie,La Scie,Canada,49.967,-55.583,817
Georgetown,Georgetown,Australia,-18.3,143.5333,818
Coral Harbour,Coral Harbour,Canada,64.1538,-83.1766,834
Baddeck,Baddeck,Canada,46.1,-60.754,852
Luanza,Luanza,Congo (Kinshasa),-8.6996,28.7,861
Shamattawa,Shamattawa,Canada,55.8504,-92.0833,870
Hoskins,Hoskins,Papua New Guinea,-5.4746,150.41,871
Berens River,Berens River,Canada,52.3666,-97.0333,892
Tuktoyaktuk,Tuktoyaktuk,Canada,69.4548,-133.0492,929
Yulara,Yulara,Australia,-25.2405,130.9889,930
Dirj,Dirj,Libya,30.1679,10.4567,931
Tarapoto,Tarapoto,Peru,-6.51,-76.48,936
Cuevo,Cuevo,Bolivia,-20.45,-63.53,953
Principe da Beira,Principe da Beira,Brazil,-12.4167,-64.4166,956
General Eugenio Alejandrino Garay,General Eugenio Alejandrino Garay,Paraguay,-20.52,-62.21,972
Cacolo,Cacolo,Angola,-10.1496,19.26,984
Yélimané,Yelimane,Mali,15.1337,-10.5666,988
Naujaat,Repulse Bay,Canada,66.5295,-86.2829,1000
Churchill,Churchill,Canada,58.766,-94.166,1000
Altata,Altata,Mexico,24.636,-107.9162,1000
San Juan de Nicaragua,San Juan de Nicaragua,Nicaragua,10.9204,-83.7,1000
Norseman,Norseman,Australia,-32.2,121.7666,1004
Sica Sica,Sica Sica,Bolivia,-17.33,-67.73,1006
Besalampy,Besalampy,Madagascar,-16.7495,44.4833,1022
Norman Wells,Norman Wells,Canada,65.2837,-126.85,1027
Soroti,Soroti,Uganda,1.7104,33.6,1038
Fulin,Fulin,China,29.35,102.7167,1049
Omolon,Omolon,Russia,65.25,160.5,1050
Hagåtña,Hagta,Guam,13.4745,144.7504,1051
Streaky Bay,Streaky Bay,Australia,-32.8119,134.2149,1060
Argentia,Argentia,Canada,47.3004,-53.99,1063
Barcaldine,Barcaldine,Australia,-23.5662,145.2834,1068
Fort McPherson,Fort McPherson,Canada,67.4915,-134.895,1069
Exmouth,Exmouth,Australia,-21.9311,114.1233,1085
Klyuchi,Klyuchi,Russia,56.3,160.85,1089
Susques,Susques,Argentina,-23.4167,-66.4833,1093
Ravensthorpe,Ravensthorpe,Australia,-33.5829,120.0333,1101
Gjoa Haven,Gjoa Haven,Canada,68.6333,-95.9167,1109
Dikson,Dikson,Russia,73.507,80.5451,1113
Mirbat,Mirbat,Oman,16.9924,54.6918,1120
Puerto Acosta,Puerto Acosta,Bolivia,-15.4996,-69.1667,1123
Upernavik,Upernavik,Greenland,72.7094,-56.1417,1129
Kaabong,Kaabong,Uganda,3.5204,34.12,1137
Los Blancos,Los Blancos,Argentina,-23.5996,-62.6,1145
Nain,Nain,Canada,56.5474,-61.686,1151
Santo António,Santo Antonio,Sao Tome And Principe,1.645,7.412,1156
Winton,Winton,Australia,-22.3996,143.0333,1157
Oatlands,Oatlands,Australia,-42.2996,147.3666,1157
Buluko,Buluko,Congo (Kinshasa),-0.757,28.528,1192
Capitan Pablo Lagerenza,Capitan Pablo Lagerenza,Paraguay,-19.9161,-60.7833,1200
San Rafael,San Rafael,Bolivia,-16.7795,-60.68,1201
Cloncurry,Cloncurry,Australia,-20.7,140.5,1202
Nipigon,Nipigon,Canada,49.017,-88.25,1204
Celeken,Celeken,Turkmenistan,39.4362,53.1226,1206
Halls Creek,Halls Creek,Australia,-18.2667,127.7667,1209
Quissico,Quissico,Mozambique,-24.7257,34.766,1210
Port Denison,Port Denison,Australia,-29.2828,114.9166,1213
Las Lajas,Las Lajas,Argentina,-38.5163,-70.3666,1218
Lavrentiya,Lavrentiya,Russia,65.5833,-171.025,1242
Lake Louise,Lake Louise,Canada,51.4337,-116.1833,1248
Ñacunday,Nacunday,Paraguay,-26.02,-54.7699,1250
Villa Rumipal,Villa Rumipal,Argentina,-32.1833,-64.4833,1269
Kuujjuaq,Kuujjuaq,Canada,58.1,-68.4,1273
Gillam,Gillam,Canada,56.35,-94.7,1281
Ayan,Ayan,Russia,56.4542,138.1673,1286
Geraldton,Geraldton,Canada,49.7166,-86.9666,1290
Uummannaq,Uummannaq,Greenland,70.675,-52.1229,1299
Kugluktuk,Kugluktuk,Canada,67.7987,-115.1254,1302
Tarutung,Tarutung,Indonesia,2.0171,98.9667,1305
Chumikan,Chumikan,Russia,54.7114,135.3145,1305
Cangamba,Cangamba,Angola,-13.6996,19.86,1307
Fulacunda,Fulacunda,Guinea-Bissau,11.773,-15.195,1311
Lubutu,Lubutu,Congo (Kinshasa),-0.7329,26.5833,1313
Dawson City,Dawson City,Canada,64.0666,-139.4167,1319
Pangnirtung,Pangnirtung,Canada,66.1333,-65.75,1320
Cape Dorset,Cape Dorset,Canada,64.3125,-76.5386,1326
Nyimba,Nyimba,Zambia,-14.5495,30.81,1336
Qasigiannguit,Qasigiannguit,Greenland,68.8193,-51.1785,1341
Qardho,Qardho,Somalia,9.5004,49.166,1341
Jaqué,Jaque,Panama,7.519,-78.166,1357
Cobalt,Cobalt,Canada,47.3837,-79.6833,1372
Verkhoyansk,Verkhoyansk,Russia,67.5447,133.385,1388
Ouyen,Ouyen,Australia,-35.0662,142.3167,1400
Bella Bella,Bella Bella,Canada,52.1484,-128.1173,1400
Tsau,Tsau,Botswana,-20.1596,22.46,1409
Chibia,Chibia,Angola,-15.1896,13.69,1411
Machinga,Machinga,Malawi,-14.9667,35.5167,1418
Ayoun el Atrous,Ayoun el Atrous,Mauritania,16.6666,-9.6167,1423
Gingin,Gingin,Australia,-31.3496,115.9,1446
Thessalon,Thessalon,Canada,46.25,-83.55,1464
Lokhwabe,Lokhwabe,Botswana,-24.1696,21.83,1473
Cambridge Bay,Cambridge Bay,Canada,69.117,-105.0333,1477
Cap-Chat,Cap-Chat,Canada,49.1,-66.6833,1484
Bu'aale,Bu'aale,Somalia,1.0833,42.5833,1490
San Vicente del Caguán,San Vicente del Caguan,Colombia,2.0704,-74.64,1500
Tajarhi,Tajarhi,Libya,24.3704,14.4708,1500
Alexander Bay,Alexander Bay,South Africa,-28.6083,16.5033,1500
Meningie,Meningie,Australia,-35.6995,139.3333,1501
Chibemba,Chibemba,Angola,-15.7496,14.08,1502
Penola,Penola,Australia,-37.383,140.8167,1514
Eldikan,Eldikan,Russia,60.8,135.1833,1516
Ust Kuyga,Ust Kuyga,Russia,70.0171,135.6,1517
Sierra Colorado,Sierra Colorado,Argentina,-40.5829,-67.8,1522
Kipili,Kipili,Tanzania,-7.4329,30.6,1533
Iracoubo,Iracoubo,French Guiana,5.4804,-53.22,1536
Manja,Manja,Madagascar,-21.4329,44.3333,1536
Geita,Geita,Tanzania,-2.8662,32.1666,1536
Kalbarri,Kalbarri,Australia,-27.6662,114.1667,1537
Alto Rio Sanguer,Alto Rio Sanguer,Argentina,-45.0333,-70.8333,1548
Pond Inlet,Pond Inlet,Canada,72.685,-78.0001,1549
Chiradzulu,Chiradzulu,Malawi,-15.7,35.1833,1580
Baker Lake,Baker Lake,Canada,64.317,-96.0167,1584
Ceduna,Ceduna,Australia,-32.0991,133.6623,1586
Little Current,Little Current,Canada,45.967,-81.9333,1595
Inukjuak,Inukjuak,Canada,58.47,-78.136,1597
Wagin,Wagin,Australia,-33.2996,117.35,1598
Trancas,Trancas,Argentina,-26.2167,-65.2833,1599
Mato Grosso,Mato Grosso,Brazil,-15,-59.95,1612
Igloolik,Igloolik,Canada,69.2565,-81.7936,1612
Hudur,Hudur,Somalia,4.1833,43.8667,1639
Tofino,Tofino,Canada,49.1521,-125.9031,1655
Labutta,Labutta,Burma,16.1619,94.7014,1667
Omboué,Omboue,Gabon,-1.5662,9.25,1667
Totness,Totness,Suriname,5.8904,-56.32,1685
Peterborough,Peterborough,Australia,-32.9662,138.8333,1689
Höfn,Hofn,Iceland,64.2723,-15.2139,1695
El Qasr,El Qasr,Egypt,25.7004,28.8833,1716
Moosonee,Moosonee,Canada,51.2806,-80.658,1725
Nasir,Nasir,South Sudan,8.6004,33.0666,1741
Al Jaghbub,Al Jaghbub,Libya,29.7504,24.5166,1744
Nokaneng,Nokaneng,Botswana,-19.6696,22.27,1763
Red Lake,Red Lake,Canada,51.0337,-93.8333,1765
Puerto Villarroel,Puerto Villarroel,Bolivia,-16.87,-64.78,1778
Mount Barker,Mount Barker,Australia,-34.6328,117.6666,1781
Borgarnes,Borgarnes,Iceland,64.5695,-21.8623,1783
Novy Port,Novy Port,Russia,67.6983,72.9283,1790
Tumby Bay,Tumby Bay,Australia,-34.3829,136.0833,1791
Al Bayda,Al Bayda,Libya,32.7604,21.62,1794
Attawapiskat,Attawapiskat,Canada,52.9166,-82.4333,1802
Yamba,Yamba,Australia,-29.423,153.3533,1806
Sixaola,Sixaola,Costa Rica,9.5204,-82.62,1823
Paso Rio Mayo,Paso Rio Mayo,Argentina,-45.6834,-70.2666,1825
Tasiilaq,Tasiilaq,Greenland,65.6019,-37.6337,1829
La Palma,La Palma,Panama,8.3982,-78.1402,1845
Te Anau,Te Anau,New Zealand,-45.4074,167.7585,1857
Beringovskiy,Beringovskiy,Russia,63.0655,179.3067,1861
Paamiut,Paamiut,Greenland,62.0041,-49.6351,1862
Arviat,Arviat,Canada,61.1086,-94.0586,1868
Coro Coro,Coro Coro,Bolivia,-17.1696,-68.45,1884
Taedong,Taedong,"Korea, North",40.6171,125.4501,1884
Charleville,Charleville,Australia,-26.4,146.25,1900
Saskylakh,Saskylakh,Russia,71.9166,114.0833,1920
Abunã,Abuna,Brazil,-9.6954,-65.3597,1929
Lehututu,Lehututu,Botswana,-23.9696,21.87,1942
Amapá,Amapa,Brazil,2.05,-50.8,1947
Katwe,Katwe,Uganda,-0.1296,29.92,1957
Marka,Marka,Somalia,1.7766,44.8533,1958
Leikanger,Leikanger,Norway,61.1833,6.85,1965
Matagami,Matagami,Canada,49.7504,-77.6333,1966
Dover,Dover,United States,40.0033,-76.8484,1986
Dawwah,Dawwah,Oman,20.633,58.908,2000
Konza,Konza,Kenya,-1.7496,37.12,2004
Evensk,Evensk,Russia,61.95,159.2333,2024
Mejillones,Mejillones,Chile,-23.1,-70.45,2041
Onverwacht,Onverwacht,Suriname,5.6,-55.2,2105
Pozo Colorado,Pozo Colorado,Paraguay,-23.43,-58.86,2135
Plumtree,Plumtree,Zimbabwe,-20.4795,27.82,2148
Hudson Bay,Hudson Bay,Canada,52.8504,-102.3833,2157
Kaikoura,Kaikoura,New Zealand,-42.4012,173.6897,2172
Wawa,Wawa,Canada,48.0004,-84.7833,2174
Wiarton,Wiarton,Canada,44.7337,-81.1333,2182
Sorata,Sorata,Bolivia,-15.79,-68.6601,2190
Biggar,Biggar,Canada,52.0504,-107.9833,2192
Puerto Villamil,Puerto Villamil,Ecuador,-0.9333,-91.0167,2200
Stanley,Stanley,Falkland Islands (Islas Malvinas),-51.7,-57.85,2213
El Manteco,El Manteco,Venezuela,7.3504,-62.5333,2215
Mwenga,Mwenga,Congo (Kinshasa),-3.0382,28.4325,2216
Roura,Roura,French Guiana,4.73,-52.33,2229
Egvekinot,Egvekinot,Russia,66.3221,-179.1837,2248
Egilsstaðir,Egilsstadir,Iceland,65.2674,-14.395,2265
Toltén,Tolten,Chile,-39.2166,-73.2123,2293
Port Hardy,Port Hardy,Canada,50.7171,-127.5,2295
Muconda,Muconda,Angola,-10.5996,21.32,2324
Maltahöhe,Maltahohe,Namibia,-24.84,16.94,2329
Boffa,Boffa,Guinea,10.185,-14.043,2332
Sohano,Sohano,Papua New Guinea,-5.4297,154.6711,2338
Puerto San Julián,Puerto San Julian,Argentina,-49.3,-67.7167,2347
Juradó,Jurado,Colombia,7.1217,-77.7564,2351
Queenstown,Queenstown,Australia,-42.0829,145.55,2352
Dondo,Dondo,Angola,-9.69,14.43,2353
Coroico,Coroico,Bolivia,-16.1896,-67.72,2361
María Elena,Maria Elena,Chile,-22.35,-69.67,2370
Yuscarán,Yuscaran,Honduras,13.944,-86.851,2371
Karungu,Karungu,Kenya,-0.8496,34.15,2376
El Dorado,El Dorado,Venezuela,6.7333,-61.6333,2383
Uspallata,Uspallata,Argentina,-32.5931,-69.346,2390
Baures,Baures,Bolivia,-13.58,-63.5801,2422
